gene_mouse,gene_upper
Ccdc97,CCDC97
Hnrnpul1,HNRNPUL1
Axl,AXL
Cyp2s1,CYP2S1
Cyp2b10,CYP2B10
Cyp2b13,CYP2B13
Cyp2b9,CYP2B9
Vmn1r184,VMN1R184
Cyp2a4,CYP2A4
Cyp2b23,CYP2B23
Cyp2b19,CYP2B19
Cyp2g1,CYP2G1
Cyp2a5,CYP2A5
Cyp2a22,CYP2A22
Cyp2a12,CYP2A12
Cyp2f2,CYP2F2
Cyp2t4,CYP2T4
Egln2,EGLN2
Rab4b,RAB4B
Snrpa,SNRPA
BC024978,BC024978
Itpkc,ITPKC
Numbl,NUMBL
Ltbp4,LTBP4
Shkbp1,SHKBP1
Blvrb,BLVRB
Sertad3,SERTAD3
Sertad1,SERTAD1
Prx,PRX
Hipk4,HIPK4
Pld3,PLD3
2310022A10Rik,2310022A10RIK
Akt2,AKT2
Ttc9b,TTC9B
Map3k10,MAP3K10
Zfp60,ZFP60
Gm10046,GM10046
Zfp59,ZFP59
Zfp780b,ZFP780B
Psmc4,PSMC4
Fcgbp,FCGBP
9530053A07Rik,9530053A07RIK
Fbl,FBL
Dyrk1b,DYRK1B
Eid2,EID2
Eid2b,EID2B
Dll3,DLL3
Timm50,TIMM50
Rps16,RPS16
Plekhg2,PLEKHG2
Zfp36,ZFP36
Med29,MED29
Paf1,PAF1
Samd4b,SAMD4B
Gmfg,GMFG
Lrfn1,LRFN1
1700028B04Rik,1700028B04RIK
Sycn,SYCN
Nccrp1,NCCRP1
Pak4,PAK4
Fbxo27,FBXO27
Fbxo17,FBXO17
Mrps12,MRPS12
Sars2,SARS2
Nfkbib,NFKBIB
Sirt2,SIRT2
Rinl,RINL
Hnrnpl,HNRNPL
Ech1,ECH1
Lgals4,LGALS4
Lgals7,LGALS7
Capn12,CAPN12
Actn4,ACTN4
Eif3k,EIF3K
Map4k1,MAP4K1
Ryr1,RYR1
Rasgrp4,RASGRP4
Fam98c,FAM98C
Spred3,SPRED3
Ggn,GGN
Psmd8,PSMD8
Catsperg1,CATSPERG1
Kcnk6,KCNK6
Yif1b,YIF1B
2200002D01Rik,2200002D01RIK
Spint2,SPINT2
Ppp1r14a,PPP1R14A
Dpf1,DPF1
Sipa1l3,SIPA1L3
Catsperg2,CATSPERG2
Zfp84,ZFP84
Zfp30,ZFP30
Zfp790,ZFP790
Zfp940,ZFP940
Zfp420,ZFP420
Zfp27,ZFP27
Zfp383,ZFP383
Zfp74,ZFP74
Zfp568,ZFP568
Zfp14,ZFP14
Zfp82,ZFP82
Zfp566,ZFP566
Zfp260,ZFP260
Zfp382,ZFP382
Zfp146,ZFP146
Gm5113,GM5113
Cox7a1,COX7A1
Capns1,CAPNS1
Tbcb,TBCB
Polr2i,POLR2I
Wdr62,WDR62
Clip3,CLIP3
Alkbh6,ALKBH6
Sdhaf1,SDHAF1
Lrfn3,LRFN3
Tyrobp,TYROBP
Hcst,HCST
Nfkbid,NFKBID
Aplp1,APLP1
Kirrel2,KIRREL2
Nphs1,NPHS1
Prodh2,PRODH2
Arhgap33,ARHGAP33
Hspb6,HSPB6
Lin37,LIN37
Psenen,PSENEN
U2af1l4,U2AF1L4
Zbtb32,ZBTB32
Upk1a,UPK1A
Cox6b1,COX6B1
Etv2,ETV2
Rbm42,RBM42
Haus5,HAUS5
2200002J24Rik,2200002J24RIK
Atp4a,ATP4A
Tmem147,TMEM147
Gapdhs,GAPDHS
Sbsn,SBSN
Dmkn,DMKN
Krtdap,KRTDAP
Ffar2,FFAR2
Ffar3,FFAR3
Ffar1,FFAR1
Cd22,CD22
Mag,MAG
Hamp2,HAMP2
Hamp,HAMP
Usf2,USF2
Lsr,LSR
Fam187b,FAM187B
Fxyd5,FXYD5
Fxyd7,FXYD7
Fxyd1,FXYD1
Lgi4,LGI4
Fxyd3,FXYD3
Hpn,HPN
Scn1b,SCN1B
Gramd1a,GRAMD1A
Wtip,WTIP
Uba2,UBA2
Pdcd2l,PDCD2L
Gpi1,GPI1
4931406P16Rik,4931406P16RIK
Lsm14a,LSM14A
Kctd15,KCTD15
Chst8,CHST8
Pepd,PEPD
Cebpg,CEBPG
Cebpa,CEBPA
Slc7a10,SLC7A10
Lrp3,LRP3
Gpatch1,GPATCH1
Rhpn2,RHPN2
Slc7a9,SLC7A9
Tdrd12,TDRD12
Nudt19,NUDT19
Rgs9bp,RGS9BP
Ankrd27,ANKRD27
Pdcd5,PDCD5
Dpy19l3,DPY19L3
Zfp507,ZFP507
E130304I02Rik,E130304I02RIK
Tshz3,TSHZ3
Zfp536,ZFP536
Ccne1,CCNE1
1600014C10Rik,1600014C10RIK
Plekhf1,PLEKHF1
Pop4,POP4
Zfp939,ZFP939
Zfp619,ZFP619
4933402C06Rik,4933402C06RIK
A230077H06Rik,A230077H06RIK
Vstm2b,VSTM2B
AI987944,AI987944
Vmn2r57,VMN2R57
AW146154,AW146154
Zfp788,ZFP788
Vmn2r-ps54,VMN2R-PS54
4933421I07Rik,4933421I07RIK
Gm2381,GM2381
Zfp936,ZFP936
EU599041,EU599041
Zfp715,ZFP715
Siglecg,SIGLECG
Nkg7,NKG7
Cldnd2,CLDND2
Etfb,ETFB
Iglon5,IGLON5
4931406B18Rik,4931406B18RIK
Cd33,CD33
Zfp658,ZFP658
Zfp719,ZFP719
Zfp819,ZFP819
Ceacam18,CEACAM18
Siglece,SIGLECE
Ctu1,CTU1
Klk14,KLK14
Klk13,KLK13
Klk12,KLK12
Klk11,KLK11
Klk10,KLK10
Klk9,KLK9
Klk8,KLK8
Klk7,KLK7
Klk6,KLK6
Klk5,KLK5
Klk4,KLK4
Klk15,KLK15
Klk1b7-ps,KLK1B7-PS
Klk1b8,KLK1B8
Klk1b1,KLK1B1
Klk1b9,KLK1B9
Klk1b11,KLK1B11
Klk1b26,KLK1B26
Klk1b27,KLK1B27
Klk1b21,KLK1B21
Klk1b22,KLK1B22
Klk1b16,KLK1B16
Klk1b24,KLK1B24
Klk1b3,KLK1B3
Klk1b4,KLK1B4
Klk1b5,KLK1B5
Klk1,KLK1
1700028J19Rik,1700028J19RIK
2410002F23Rik,2410002F23RIK
Clec11a,CLEC11A
Shank1,SHANK1
1700008O03Rik,1700008O03RIK
Syt3,SYT3
Lrrc4b,LRRC4B
Aspdh,ASPDH
Josd2,JOSD2
Fam71e1,FAM71E1
Mybpc2,MYBPC2
Spib,SPIB
Pold1,POLD1
Nr1h2,NR1H2
Napsa,NAPSA
Kcnc3,KCNC3
Myh14,MYH14
Zfp473,ZFP473
Vrk3,VRK3
Atf5,ATF5
Nup62,NUP62
Il4i1,IL4I1
Tbc1d17,TBC1D17
Akt1s1,AKT1S1
Pnkp,PNKP
Ptov1,PTOV1
Med25,MED25
Fuz,FUZ
Ap2a1,AP2A1
Tsks,TSKS
Cpt1c,CPT1C
Prmt1,PRMT1
Gm15545,GM15545
Bcl2l12,BCL2L12
Irf3,IRF3
Scaf1,SCAF1
Rras,RRAS
Prr12,PRR12
Prrg2,PRRG2
Nosip,NOSIP
Rcn3,RCN3
Fcgrt,FCGRT
Rps11,RPS11
Snord35b,SNORD35B
Rpl13a,RPL13A
Snord35a,SNORD35A
Flt3l,FLT3L
Aldh16a1,ALDH16A1
Pih1d1,PIH1D1
Slc17a7,SLC17A7
Ccdc155,CCDC155
Dkkl1,DKKL1
Tead2,TEAD2
Cd37,CD37
Trpm4,TRPM4
Hrc,HRC
Ppfia3,PPFIA3
Mtag2,MTAG2
Lin7b,LIN7B
Snrnp70,SNRNP70
Kcna7,KCNA7
Ntf5,NTF5
Lhb,LHB
Ruvbl2,RUVBL2
Gys1,GYS1
Ftl1,FTL1
Bax,BAX
Dhdh,DHDH
Nucb1,NUCB1
Tulp2,TULP2
Ppp1r15a,PPP1R15A
Plekha4,PLEKHA4
Hsd17b14,HSD17B14
0610005C13Rik,0610005C13RIK
Bcat2,BCAT2
Fgf21,FGF21
Fut1,FUT1
Izumo1,IZUMO1
Rasip1,RASIP1
Mamstr,MAMSTR
Fut2,FUT2
Sec1,SEC1
Ntn5,NTN5
Car11,CAR11
Dbp,DBP
Sphk2,SPHK2
Rpl18,RPL18
Fam83e,FAM83E
Spaca4,SPACA4
Sult2b1,SULT2B1
Lmtk3,LMTK3
Cyth2,CYTH2
Kcnj14,KCNJ14
Grwd1,GRWD1
Grin2d,GRIN2D
Kdelr1,KDELR1
Syngr4,SYNGR4
Tmem143,TMEM143
Emp3,EMP3
Ccdc114,CCDC114
Abcc6,ABCC6
Nomo1,NOMO1
Kcnj11,KCNJ11
Abcc8,ABCC8
Ush1c,USH1C
Otog,OTOG
Myod1,MYOD1
Kcnc1,KCNC1
Sergef,SERGEF
Tph1,TPH1
Saal1,SAAL1
Saa3,SAA3
Saa4,SAA4
Saa1,SAA1
Saa2,SAA2
Hps5,HPS5
Gtf2h1,GTF2H1
Ldha,LDHA
Ldhc,LDHC
Tsg101,TSG101
Uevld,UEVLD
C86187,C86187
Gm9999,GM9999
Spty2d1,SPTY2D1
Tmem86a,TMEM86A
Ptpn5,PTPN5
Mrgpra6,MRGPRA6
Mrgpra9,MRGPRA9
Mrgpra1,MRGPRA1
Mrgpra2a,MRGPRA2A
Mrgpra2b,MRGPRA2B
Mrgpra3,MRGPRA3
Mrgpra4,MRGPRA4
Mrgprb1,MRGPRB1
Mrgprx2,MRGPRX2
Mrgprb2,MRGPRB2
Mrgprb3,MRGPRB3
Zdhhc13,ZDHHC13
Csrp3,CSRP3
E2f8,E2F8
Nav2,NAV2
Dbx1,DBX1
Htatip2,HTATIP2
Prmt3,PRMT3
Slc6a5,SLC6A5
Nell1,NELL1
4933405O20Rik,4933405O20RIK
Ano5,ANO5
Slc17a6,SLC17A6
Fancf,FANCF
Gas2,GAS2
Svip,SVIP
1700015G11Rik,1700015G11RIK
Luzp2,LUZP2
Siglech,SIGLECH
Tubgcp5,TUBGCP5
Cyfip1,CYFIP1
Nipa2,NIPA2
A230056P14Rik,A230056P14RIK
Nipa1,NIPA1
Herc2,HERC2
Oca2,OCA2
Gabrg3,GABRG3
Gm9962,GM9962
Gabra5,GABRA5
Gabrb3,GABRB3
Atp10a,ATP10A
Ube3a,UBE3A
Snrpn,SNRPN
B230209E15Rik,B230209E15RIK
A230057D06Rik,A230057D06RIK
Mir344c,MIR344C
A330076H08Rik,A330076H08RIK
Mir344g,MIR344G
Ndn,NDN
Magel2,MAGEL2
Mkrn3,MKRN3
Peg12,PEG12
Chrna7,CHRNA7
Otud7a,OTUD7A
Klf13,KLF13
E030018B13Rik,E030018B13RIK
Trpm1,TRPM1
Mtmr10,MTMR10
Fan1,FAN1
Mphosph10,MPHOSPH10
Mcee,MCEE
Apba2,APBA2
Fam189a1,FAM189A1
Tjp1,TJP1
Tarsl2,TARSL2
Tm2d3,TM2D3
1810008I18Rik,1810008I18RIK
Pcsk6,PCSK6
Snrpa1,SNRPA1
Chsy1,CHSY1
Lrrk1,LRRK1
Aldh1a3,ALDH1A3
Asb7,ASB7
Adamts17,ADAMTS17
Lysmd4,LYSMD4
Mef2a,MEF2A
Lrrc28,LRRC28
Ttc23,TTC23
Synm,SYNM
4833412C05Rik,4833412C05RIK
Igf1r,IGF1R
Pgpep1l,PGPEP1L
Gm16157,GM16157
Fam169b,FAM169B
Arrdc4,ARRDC4
Nr2f2,NR2F2
B130024G19Rik,B130024G19RIK
Mctp2,MCTP2
Gm6567,GM6567
A730056A06Rik,A730056A06RIK
Rgma,RGMA
Chd2,CHD2
1810026B05Rik,1810026B05RIK
Fam174b,FAM174B
St8sia2,ST8SIA2
Slco3a1,SLCO3A1
Sv2b,SV2B
1500012K07Rik,1500012K07RIK
Akap13,AKAP13
Klhl25,KLHL25
Agbl1,AGBL1
Ntrk3,NTRK3
Mrpl46,MRPL46
Mrps11,MRPS11
Det1,DET1
Aen,AEN
Isg20,ISG20
Acan,ACAN
Hapln3,HAPLN3
Mfge8,MFGE8
Abhd2,ABHD2
Rlbp1,RLBP1
Fanci,FANCI
Polg,POLG
Rhcg,RHCG
Kif7,KIF7
Plin1,PLIN1
Pex11a,PEX11A
Wdr93,WDR93
Mesp1,MESP1
Mesp2,MESP2
Anpep,ANPEP
Ap3s2,AP3S2
Zfp710,ZFP710
Idh2,IDH2
Sema4b,SEMA4B
Cib1,CIB1
Ttll13,TTLL13
Ngrn,NGRN
Vps33b,VPS33B
Prc1,PRC1
Rccd1,RCCD1
Unc45a,UNC45A
Hddc3,HDDC3
Man2a2,MAN2A2
Fes,FES
Furin,FURIN
Blm,BLM
Crtc3,CRTC3
Gm15880,GM15880
Iqgap1,IQGAP1
Zscan2,ZSCAN2
Wdr73,WDR73
Nmb,NMB
Sec11a,SEC11A
Zfp592,ZFP592
Alpk3,ALPK3
Slc28a1,SLC28A1
Pde8a,PDE8A
Rps17,RPS17
Cpeb1,CPEB1
Ap3b2,AP3B2
BC048679,BC048679
2900076A07Rik,2900076A07RIK
Fsd2,FSD2
Whamm,WHAMM
Homer2,HOMER2
3110040N11Rik,3110040N11RIK
Btbd1,BTBD1
Tm6sf1,TM6SF1
Bnc1,BNC1
Sh3gl3,SH3GL3
Adamtsl3,ADAMTSL3
4933406J10Rik,4933406J10RIK
Mex3b,MEX3B
4933430H16Rik,4933430H16RIK
Tmc3,TMC3
Stard5,STARD5
Il16,IL16
Arnt2,ARNT2
Gm2115,GM2115
Fah,FAH
Zfand6,ZFAND6
2610206C17Rik,2610206C17RIK
Folh1,FOLH1
Vmn2r77,VMN2R77
Vmn2r78,VMN2R78
Nox4,NOX4
Tyr,TYR
Grm5,GRM5
Ctsc,CTSC
Rab38,RAB38
Tmem135,TMEM135
Fzd4,FZD4
Prss23,PRSS23
Me3,ME3
Ccdc81,CCDC81
Eed,EED
E230029C05Rik,E230029C05RIK
2310010J17Rik,2310010J17RIK
Picalm,PICALM
Ccdc83,CCDC83
Sytl2,SYTL2
Ccdc89,CCDC89
Crebzf,CREBZF
Tmem126a,TMEM126A
Tmem126b,TMEM126B
Dlg2,DLG2
Ccdc90b,CCDC90B
Ankrd42,ANKRD42
Pcf11,PCF11
4632427E13Rik,4632427E13RIK
Rab30,RAB30
Prcp,PRCP
Fam181b,FAM181B
Gm15413,GM15413
Nars2,NARS2
Gab2,GAB2
Usp35,USP35
Kctd21,KCTD21
Alg8,ALG8
Ndufc2,NDUFC2
Thrsp,THRSP
Kctd14,KCTD14
Ints4,INTS4
Rsf1,RSF1
Clns1a,CLNS1A
Aqp11,AQP11
Pak1,PAK1
Gdpd4,GDPD4
Myo7a,MYO7A
Capn5,CAPN5
Omp,OMP
B3gnt6,B3GNT6
Acer3,ACER3
Tsku,TSKU
Gucy2d,GUCY2D
Lrrc32,LRRC32
Wnt11,WNT11
Uvrag,UVRAG
Dgat2,DGAT2
Mogat2,MOGAT2
Serpinh1,SERPINH1
Gdpd5,GDPD5
Klhl35,KLHL35
Rps3,RPS3
Snord15b,SNORD15B
Snord15a,SNORD15A
Arrb1,ARRB1
Slco2b1,SLCO2B1
Olfr520,OLFR520
Neu3,NEU3
Spcs2,SPCS2
Xrra1,XRRA1
Rnf169,RNF169
Chrdl2,CHRDL2
Pold3,POLD3
Lipt2,LIPT2
Kcne3,KCNE3
Pgm2l1,PGM2L1
Gpx2-ps1,GPX2-PS1
P4ha3,P4HA3
Ppme1,PPME1
C2cd3,C2CD3
Ucp3,UCP3
Ucp2,UCP2
Dnajb13,DNAJB13
Mrpl48,MRPL48
Rab6a,RAB6A
Plekhb1,PLEKHB1
Fam168a,FAM168A
Relt,RELT
Arhgef17,ARHGEF17
P2ry6,P2RY6
P2ry2,P2RY2
Fchsd2,FCHSD2
Atg16l2,ATG16L2
Stard10,STARD10
Arap1,ARAP1
Pde2a,PDE2A
Art2a-ps,ART2A-PS
Art2b,ART2B
Clpb,CLPB
Phox2a,PHOX2A
Inppl1,INPPL1
Folr2,FOLR2
Folr1,FOLR1
Tomt,TOMT
Lrrc51,LRRC51
Numa1,NUMA1
Il18bp,IL18BP
Rnf121,RNF121
Trpc2,TRPC2
Art5,ART5
Art1,ART1
Chrna10,CHRNA10
Nup98,NUP98
Pgap2,PGAP2
Rhog,RHOG
Stim1,STIM1
Rrm1,RRM1
Olfr543,OLFR543
Olfr544,OLFR544
Trim21,TRIM21
Olfr550,OLFR550
Olfr552,OLFR552
Trim68,TRIM68
Olfr558,OLFR558
Olfr78,OLFR78
Olfr613,OLFR613
Olfr629,OLFR629
Olfr69,OLFR69
Hbb-bh2,HBB-BH2
Hbb-bh1,HBB-BH1
Hbb-y,HBB-Y
Olfr631,OLFR631
Olfr632,OLFR632
Ubqln3,UBQLN3
Trim6,TRIM6
Trim34a,TRIM34A
Trim12a,TRIM12A
Trim34b,TRIM34B
Trim12c,TRIM12C
Trim30b,TRIM30B
Trim30a,TRIM30A
Trim30d,TRIM30D
Trim30e-ps1,TRIM30E-PS1
Olfr658,OLFR658
Fam160a2,FAM160A2
Cnga4,CNGA4
Cckbr,CCKBR
Smpd1,SMPD1
Apbb1,APBB1
Hpx,HPX
Trim3,TRIM3
Arfip2,ARFIP2
Rrp8,RRP8
Ilk,ILK
Taf10,TAF10
Tpp1,TPP1
Dchs1,DCHS1
Mrpl17,MRPL17
Gm15645,GM15645
Gvin1,GVIN1
Gm18853,GM18853
Gm8979,GM8979
Gm8989,GM8989
Gm4759,GM4759
Olfr697,OLFR697
Olfr701,OLFR701
Olfr710,OLFR710
Rbmxl2,RBMXL2
Syt9,SYT9
Olfml1,OLFML1
Ppfibp2,PPFIBP2
Cyb5r2,CYB5R2
Ovch2,OVCH2
Nlrp10,NLRP10
Eif3f,EIF3F
Tub,TUB
Ric3,RIC3
Lmo1,LMO1
Stk33,STK33
Trim66,TRIM66
Rpl27a,RPL27A
Snora3,SNORA3
St5,ST5
BC051019,BC051019
Ascl3,ASCL3
Tmem9b,TMEM9B
Nrip3,NRIP3
Scube2,SCUBE2
Dennd5a,DENND5A
Tmem41b,TMEM41B
1600010M07Rik,1600010M07RIK
Ipo7,IPO7
Snora23,SNORA23
Zfp143,ZFP143
Wee1,WEE1
Swap70,SWAP70
Sbf2,SBF2
Adm,ADM
Ampd3,AMPD3
Rnf141,RNF141
Lyve1,LYVE1
Mrvi1,MRVI1
Gm16336,GM16336
Ctr9,CTR9
Eif4g2,EIF4G2
1700012D14Rik,1700012D14RIK
Usp47,USP47
Dkk3,DKK3
Mical2,MICAL2
Parva,PARVA
Tead1,TEAD1
Rassf10,RASSF10
4930543E12Rik,4930543E12RIK
Arntl,ARNTL
Btbd10,BTBD10
Pth,PTH
Far1,FAR1
Spon1,SPON1
Rras2,RRAS2
Copb1,COPB1
Psma1,PSMA1
4933406I18Rik,4933406I18RIK
Pde3b,PDE3B
Cyp2r1,CYP2R1
Calca,CALCA
Calcb,CALCB
Insc,INSC
A730082K24Rik,A730082K24RIK
Sox6,SOX6
1700003G18Rik,1700003G18RIK
1110004F10Rik,1110004F10RIK
Plekha7,PLEKHA7
Rps13,RPS13
Pik3c2a,PIK3C2A
Nucb2,NUCB2
Xylt1,XYLT1
Rps15a,RPS15A
Arl6ip1,ARL6IP1
Smg1,SMG1
4930583K01Rik,4930583K01RIK
Syt17,SYT17
Itpripl2,ITPRIPL2
Coq7,COQ7
Tmc7,TMC7
Tmc5,TMC5
Gde1,GDE1
Iqck,IQCK
Gprc5b,GPRC5B
Gp2,GP2
Umod,UMOD
Pdilt,PDILT
Acsm5,ACSM5
Acsm2,ACSM2
Acsm1,ACSM1
Acsm4,ACSM4
Thumpd1,THUMPD1
Acsm3,ACSM3
Eri2,ERI2
Dcun1d3,DCUN1D3
Lyrm1,LYRM1
Tmem159,TMEM159
Zp2,ZP2
Anks4b,ANKS4B
Crym,CRYM
Abca14,ABCA14
Abca16,ABCA16
E130201H02Rik,E130201H02RIK
Uqcrc2,UQCRC2
Pdzd9,PDZD9
Vwa3a,VWA3A
Eef2k,EEF2K
Polr3e,POLR3E
Cdr2,CDR2
Mettl9,METTL9
Igsf6,IGSF6
Otoa,OTOA
Hs3st2,HS3ST2
Usp31,USP31
Scnn1g,SCNN1G
Scnn1b,SCNN1B
Cog7,COG7
Gga2,GGA2
Ears2,EARS2
Ubfd1,UBFD1
Ndufab1,NDUFAB1
Palb2,PALB2
Dctn5,DCTN5
Plk1,PLK1
Ern2,ERN2
Prkcb,PRKCB
Cacng3,CACNG3
4930413G21Rik,4930413G21RIK
Rbbp6,RBBP6
Tnrc6a,TNRC6A
Slc5a11,SLC5A11
Arhgap17,ARHGAP17
Lcmt1,LCMT1
Aqp8,AQP8
Zkscan2,ZKSCAN2
Hs3st4,HS3ST4
3100003L05Rik,3100003L05RIK
4933440M02Rik,4933440M02RIK
Nsmce1,NSMCE1
Il4ra,IL4RA
Il21r,IL21R
Gtf3c1,GTF3C1
D430042O09Rik,D430042O09RIK
Gsg1l,GSG1L
Xpo6,XPO6
Sbk1,SBK1
Lat,LAT
Spns1,SPNS1
Nfatc2ip,NFATC2IP
Cd19,CD19
Rabep2,RABEP2
Atp2a1,ATP2A1
Sh2b1,SH2B1
Tufm,TUFM
Atxn2l,ATXN2L
Eif3c,EIF3C
Cln3,CLN3
Apobr,APOBR
Il27,IL27
Nupr1,NUPR1
Sult1a1,SULT1A1
Slx1b,SLX1B
Bola2,BOLA2
Coro1a,CORO1A
Mapk3,MAPK3
Gdpd3,GDPD3
Ypel3,YPEL3
Tbx6,TBX6
Ppp4c,PPP4C
Aldoa,ALDOA
Fam57b,FAM57B
4930451I11Rik,4930451I11RIK
Doc2a,DOC2A
Ino80e,INO80E
Hirip3,HIRIP3
Taok2,TAOK2
Tmem219,TMEM219
Kctd13,KCTD13
Asphd1,ASPHD1
Sez6l2,SEZ6L2
Cdipt,CDIPT
Mvp,MVP
Prrt2,PRRT2
Maz,MAZ
Kif22,KIF22
Zg16,ZG16
AI467606,AI467606
Qprt,QPRT
Spn,SPN
Cd2bp2,CD2BP2
Tbc1d10b,TBC1D10B
Mylpf,MYLPF
Sept1,SEPT1
Zfp553,ZFP553
Zfp771,ZFP771
Dctpp1,DCTPP1
Sephs2,SEPHS2
Itgal,ITGAL
Zfp768,ZFP768
Zfp747,ZFP747
9130019O22Rik,9130019O22RIK
E430018J23Rik,E430018J23RIK
Zfp764,ZFP764
Zfp688,ZFP688
Zfp689,ZFP689
Prr14,PRR14
Fbrs,FBRS
1700008J07Rik,1700008J07RIK
Phkg2,PHKG2
Rnf40,RNF40
1700120K04Rik,1700120K04RIK
Zfp629,ZFP629
Bcl7c,BCL7C
Ctf1,CTF1
Ctf2,CTF2
Fbxl19,FBXL19
Orai3,ORAI3
Setd1a,SETD1A
Hsd3b7,HSD3B7
Stx1b,STX1B
Stx4a,STX4A
Zfp668,ZFP668
Zfp646,ZFP646
Prss53,PRSS53
Vkorc1,VKORC1
Bckdk,BCKDK
Prss8,PRSS8
Prss36,PRSS36
Fus,FUS
Pycard,PYCARD
Trim72,TRIM72
Itgam,ITGAM
Itgax,ITGAX
Itgad,ITGAD
Cox6a2,COX6A2
9130023H24Rik,9130023H24RIK
Armc5,ARMC5
Tgfb1i1,TGFB1I1
Slc5a2,SLC5A2
BC017158,BC017158
Rgs10,RGS10
Tial1,TIAL1
Bag3,BAG3
Inpp5f,INPP5F
Mcmbp,MCMBP
Sec23ip,SEC23IP
Wdr11,WDR11
Gm4265,GM4265
Fgfr2,FGFR2
Ate1,ATE1
Nsmce4a,NSMCE4A
Tacc2,TACC2
Btbd16,BTBD16
Plekha1,PLEKHA1
Htra1,HTRA1
Dmbt1,DMBT1
1700029B22Rik,1700029B22RIK
5430419D17Rik,5430419D17RIK
Cuzd1,CUZD1
Fam24a,FAM24A
2310057M21Rik,2310057M21RIK
Pstk,PSTK
Ikzf5,IKZF5
Acadsb,ACADSB
Hmx3,HMX3
Hmx2,HMX2
Bub3,BUB3
Gpr26,GPR26
Cpxm2,CPXM2
Chst15,CHST15
Gm10584,GM10584
Oat,OAT
Nkx1-2,NKX1-2
Lhpp,LHPP
Fam53b,FAM53B
Zranb1,ZRANB1
Ctbp2,CTBP2
4930483O08Rik,4930483O08RIK
Mmp21,MMP21
Uros,UROS
Bccip,BCCIP
Dhx32,DHX32
Fank1,FANK1
Adam12,ADAM12
D7Ertd443e,D7ERTD443E
Dock1,DOCK1
Fam196a,FAM196A
1700120G07Rik,1700120G07RIK
Nps,NPS
Clrn3,CLRN3
Ptpre,PTPRE
5830432E09Rik,5830432E09RIK
Mki67,MKI67
Gm6249,GM6249
Mgmt,MGMT
Ebf3,EBF3
Gm10578,GM10578
9430038I01Rik,9430038I01RIK
Glrx3,GLRX3
Tcerg1l,TCERG1L
Mapk1ip1,MAPK1IP1
Ppp2r2d,PPP2R2D
Bnip3,BNIP3
Jakmip3,JAKMIP3
Dpysl4,DPYSL4
Stk32c,STK32C
Lrrc27,LRRC27
Pwwp2b,PWWP2B
Inpp5a,INPP5A
Nkx6-2,NKX6-2
Kndc1,KNDC1
Utf1,UTF1
6430531B16Rik,6430531B16RIK
Adam8,ADAM8
Tubgcp2,TUBGCP2
Zfp511,ZFP511
Msx3,MSX3
Caly,CALY
Prap1,PRAP1
Echs1,ECHS1
Paox,PAOX
Mtg1,MTG1
Sprn,SPRN
Cd163l1,CD163L1
5830411N06Rik,5830411N06RIK
Olfr60,OLFR60
Olfr536,OLFR536
Cyp2e1,CYP2E1
Syce1,SYCE1
Zfp941,ZFP941
C330022C24Rik,C330022C24RIK
Scgb1c1,SCGB1C1
Odf3,ODF3
Bet1l,BET1L
Sirt3,SIRT3
Psmd13,PSMD13
Cox8b,COX8B
BC024386,BC024386
Nlrp6,NLRP6
Ifitm5,IFITM5
Ifitm2,IFITM2
Ifitm1,IFITM1
Ifitm3,IFITM3
Ifitm6,IFITM6
B4galnt4,B4GALNT4
Pkp3,PKP3
Sigirr,SIGIRR
Ano9,ANO9
Ptdss2,PTDSS2
Rnh1,RNH1
Lrrc56,LRRC56
Rassf7,RASSF7
Phrf1,PHRF1
Irf7,IRF7
Cdhr5,CDHR5
Sct,SCT
Drd4,DRD4
Deaf1,DEAF1
Tmem80,TMEM80
Eps8l2,EPS8L2
B230206H07Rik,B230206H07RIK
Taldo1,TALDO1
Cend1,CEND1
Slc25a22,SLC25A22
Rplp2,RPLP2
Snora52,SNORA52
Pnpla2,PNPLA2
Cd151,CD151
Polr2l,POLR2L
Tspan4,TSPAN4
Chid1,CHID1
Ap2a2,AP2A2
Gm16982,GM16982
Muc5ac,MUC5AC
Muc5b,MUC5B
Tollip,TOLLIP
Brsk2,BRSK2
Mob2,MOB2
Dusp8,DUSP8
Krtap5-5,KRTAP5-5
Krtap5-4,KRTAP5-4
Ctsd,CTSD
Syt8,SYT8
Tnni2,TNNI2
Lsp1,LSP1
Tnnt3,TNNT3
Mrpl23,MRPL23
Nctc1,NCTC1
H19,H19
Igf2,IGF2
Ins2,INS2
Th,TH
Ascl2,ASCL2
Tspan32,TSPAN32
R74862,R74862
Cd81,CD81
Tssc4,TSSC4
Trpm5,TRPM5
Kcnq1,KCNQ1
Kcnq1ot1,KCNQ1OT1
4933417O13Rik,4933417O13RIK
Cdkn1c,CDKN1C
Slc22a18,SLC22A18
Phlda2,PHLDA2
Nap1l4,NAP1L4
Cars,CARS
Tnfrsf26,TNFRSF26
Tnfrsf22,TNFRSF22
Tnfrsf23,TNFRSF23
Osbpl5,OSBPL5
Mrgprg,MRGPRG
Mrgpre,MRGPRE
Nadsyn1,NADSYN1
Dhcr7,DHCR7
Shank2,SHANK2
Cttn,CTTN
Ppfia1,PPFIA1
Fadd,FADD
Ano1,ANO1
Fgf3,FGF3
Fgf4,FGF4
Fgf15,FGF15
Oraov1,ORAOV1
Ccnd1,CCND1
1810010D01Rik,1810010D01RIK
Tpcn2,TPCN2
