gene,jenage_blood_age_logFC_per_year,jenage_blood_age_logFC_per_decade,jenage_blood_age_t,jenage_blood_age_p,jenage_blood_age_fdr,jenage_blood_age_ave_log2_rpkm
EIF2S3L,-0.003067382713151733,-0.03067382713151733,-2.4071593419304755,0.01909102078433951,0.23545311095488983,2.3132566417308693
EXOC5P1,-0.001974861380718583,-0.01974861380718583,-2.406792555243259,0.019108509078991497,0.23545906305200026,0.4677443623677136
SDK1,-1.3240795102411083e-4,-0.0013240795102411082,-2.406653790631926,0.019115129079557203,0.23545906305200026,0.0072733648633096105
DUSP2,0.008895575897867736,0.08895575897867736,2.4066185106121556,0.01911681250002983,0.23545906305200026,2.8691767640672903
YRDC,-0.002762255507586705,-0.02762255507586705,-2.406408669272505,0.01912682802731023,0.2354785047385216,2.583954902211687
RSF1,-0.0025994539061553086,-0.025994539061553086,-2.406101980107074,0.01914147446166186,0.2355192175252348,2.122999632066993
KIAA1045,0.0016244063413641953,0.016244063413641954,2.40598608177462,0.019147011987271863,0.2355192175252348,0.21605189564628252
ZNF43,-0.0028632723002928817,-0.028632723002928816,-2.405775153794328,0.019157093631386193,0.23553941993479677,1.2285360265097225
HACE1,-0.002063126730815095,-0.020631267308150947,-2.4053761590335827,0.01917617723274982,0.23566194043656832,0.7151663667248386
RP1-131F15.2,-2.7183964181535776e-4,-0.0027183964181535774,-2.405213836715452,0.019183945849942072,0.23566194043656832,0.011600639523592141
MPP3,4.937174278722268e-4,0.004937174278722267,2.4049635458241134,0.01919593009599815,0.23570541530105957,0.05034221256437645
PHKA2-AS1,0.0016063648430508556,0.016063648430508556,2.4045210774841284,0.01921713244367433,0.23586172771046793,0.18231081130009763
SMC6,-0.0037163811843399846,-0.03716381184339985,-2.404184675504047,0.019233266296174566,0.23586172771046793,2.21960868696196
RP6-159A1.3,0.002834255248726204,0.02834255248726204,2.404117532530774,0.01923648792736141,0.23586172771046793,0.31863354961805046
ZNF615,-0.0030047639179394577,-0.030047639179394577,-2.403993022204628,0.019242463418012737,0.23586172771046793,2.013314665552908
THOC5,0.0030552388165626704,0.030552388165626703,2.403650289984198,0.019258920382551083,0.23595981908560174,3.1383134435624815
COL5A2,-7.572041394852027e-4,-0.007572041394852028,-2.4031440988712287,0.01928324919812138,0.23613224505717995,0.07354480581480802
ACYP1,-0.003814867618040997,-0.03814867618040997,-2.4030055150482394,0.019289914680414556,0.23613224505717995,1.858266930566848
TIMP2,0.005498020630909715,0.054980206309097154,2.402674535988637,0.01930584216541014,0.2361974694416968,3.831468229319741
C19ORF60,0.005615415697069619,0.056154156970696194,2.4024882974556006,0.01931480957368621,0.2361974694416968,4.599264743370898
ZNF529,-0.0038242030687830153,-0.03824203068783015,-2.402215431532129,0.019327954835417757,0.2361974694416968,1.4077582468121568
LINC00426,0.004684907773880181,0.04684907773880181,2.402191787917979,0.019329094238797404,0.2361974694416968,1.889367535910432
C11ORF34,-3.1621712315967407e-4,-0.0031621712315967406,-2.400377066079502,0.01941672665813638,0.23699370829174884,0.012400110328746551
GAL3ST4,-0.00468095348718015,-0.046809534871801506,-2.400149048533926,0.019427762673759025,0.23699370829174884,0.5909577077956779
KIAA1671,0.0028846005010877635,0.028846005010877633,2.4001464255301515,0.019427889659412265,0.23699370829174884,0.3456714352584706
VWA5B2,-1.817858013248365e-4,-0.001817858013248365,-2.4001396136840225,0.019428219440040178,0.23699370829174884,0.01116232499597344
PMS2P4,0.001659271736069426,0.01659271736069426,2.399692884785077,0.01944985778418746,0.2370866131882665,0.2921817806852921
RAB32,0.003882404015151995,0.038824040151519953,2.3996316617196225,0.019452824944504846,0.2370866131882665,5.519906958308654
RP11-598P12.1,-0.0036002401996354616,-0.03600240199635461,-2.3989085195717994,0.019487902510363662,0.23741045790670004,2.25244211699269
SNRK,-0.003106969872901358,-0.031069698729013582,-2.3986056719373536,0.019502609596574957,0.23748596589895596,4.295770727077036
MED23,-0.004631533426120823,-0.04631533426120823,-2.3982675657282235,0.019519040667120714,0.23750047649777065,3.0522454185860397
RP11-603K19.1,-0.0029067840557562828,-0.029067840557562827,-2.398230962166491,0.019520820246717516,0.23750047649777065,0.7320114166197809
CEBPA,0.0030183170052979383,0.030183170052979384,2.397658850360683,0.019548653861288318,0.23764751153814456,0.24710922821647247
RAD17,-0.004107261192755259,-0.041072611927552585,-2.397632534009222,0.019549935022987457,0.23764751153814456,3.148165404543748
USP51,-0.0019043175231272548,-0.01904317523127255,-2.3973978490119245,0.01956136354044717,0.23768291528684396,0.3492171929189729
FOXN2,-0.004419021711216541,-0.044190217112165406,-2.396427102572365,0.0196086997701498,0.2381200513980471,3.651354111957799
RPLP0,-0.005476288437362929,-0.05476288437362929,-2.3962242762293253,0.01961860306797138,0.2381200513980471,8.414287520486559
C21ORF49,-0.0016889442547855897,-0.016889442547855897,-2.3959846935533813,0.01963030681342748,0.2381200513980471,0.3917266967042024
DNAJC1,0.003924441406106528,0.039244414061065276,2.3959609549843965,0.01963146679566128,0.2381200513980471,3.269283474715788
RP11-346E8.1,-0.002696620461995293,-0.02696620461995293,-2.3957824544655697,0.01964019116600531,0.2381223872472668,0.2355288741025446
TMSB15B,-0.001751961144269882,-0.01751961144269882,-2.395410019060843,0.019658405445620235,0.23823972904353485,0.3609889927128138
POT1,-0.0033551019349089264,-0.033551019349089266,-2.394747700274141,0.01969083406463437,0.2385291574409485,2.63456920559072
FAM190A,-4.923015870708152e-4,-0.0049230158707081525,-2.3942158605771273,0.019716908769393297,0.23867725771277054,0.0739008174818744
PKMP3,-0.003089027290192949,-0.03089027290192949,-2.394042691053244,0.019725405480512853,0.23867725771277054,0.8038053397911921
RP11-1082L8.3,0.001375563250667406,0.01375563250667406,2.393975260089463,0.019728714924520302,0.23867725771277054,0.07294042376346802
SNORA48,-0.0022662655285775185,-0.022662655285775185,-2.393796645445516,0.019737483552481495,0.23867988126072726,0.19489115013530411
SCML2,-0.0011746796492209809,-0.011746796492209808,-2.3933131891007595,0.019761235094058725,0.2388475929800845,0.27705450675837934
UTP23,-0.003660318028928458,-0.03660318028928458,-2.3928684805295166,0.0197831055835365,0.2388475929800845,2.1931673583777607
RP11-112J1.1,-0.006557382463196425,-0.06557382463196425,-2.392852064324469,0.01978391333645122,0.2388475929800845,4.90349893070487
RP11-284N8.3,-0.006183815348641993,-0.06183815348641993,-2.3928181233654624,0.019785583481546236,0.2388475929800845,3.950463487267066
VAMP5,0.006515805494539714,0.06515805494539714,2.39238419292481,0.019806947170281926,0.2389281726436234,5.670226984239179
UBE2J1,-0.0050713898650133,-0.050713898650132996,-2.392334807974329,0.019809379845838214,0.2389281726436234,5.259093233510438
C7ORF50,0.004129844051832759,0.041298440518327595,2.391330118050125,0.019858928376366464,0.2393283736162543,2.669662450329963
STAG1,-0.003285520043365876,-0.03285520043365876,-2.3912128931259202,0.01986471680079255,0.2393283736162543,2.215771894460169
LINC00624,-0.0012629916977831383,-0.012629916977831383,-2.3911406412516225,0.019868285262230785,0.2393283736162543,0.03526385767632621
FAM212A,-0.004046531093986374,-0.04046531093986374,-2.3898788533646975,0.019930696441141784,0.2398974117518206,1.4611987675484097
RPSAP58,-0.012381063465307655,-0.12381063465307654,-2.3897033444671947,0.01993939142452682,0.2398974117518206,4.2886954235722
ZNF330,-0.0034628955778144162,-0.03462895577814416,-2.3896646031150754,0.01994131118825596,0.2398974117518206,3.9747524611392016
CTD-2161E19.1,-0.00620621669789821,-0.062062166978982106,-2.38899063367799,0.019974735090627072,0.24019597431253836,5.141912303691925
MAP3K1,-0.0040945462747325094,-0.04094546274732509,-2.3882199184845914,0.020013018258261787,0.24055268716110528,4.3343620524462585
MAST3,0.006584977469140497,0.06584977469140497,2.3877944685672285,0.020034179410428073,0.2406226342306696,3.3818074053363123
THUMPD1,-0.004330946349322301,-0.04330946349322301,-2.387756269847207,0.02003608032791387,0.2406226342306696,3.8437211855981372
CCDC74B-AS1,8.64737644039512e-4,0.00864737644039512,2.386652219432337,0.020091091923653638,0.2411363917353478,0.06607262022413563
SYCP2,-0.0034310914215799925,-0.034310914215799924,-2.3865510574591755,0.020096139275400177,0.2411363917353478,0.7625526116473762
IGLV2-11,-0.01103862509823695,-0.1103862509823695,-2.386033151009623,0.020121997340485986,0.2413408051242153,3.55139829252862
TMEM5,-0.0021976551913902432,-0.021976551913902433,-2.3858635998322417,0.02013046916263609,0.2413408051242153,1.0205399293089024
RP11-483E23.4,0.0023671308693737738,0.023671308693737736,2.385583168775918,0.020144488225645466,0.24134763151913555,0.3596972167990573
RP11-16L9.3,-3.3641370918790147e-4,-0.0033641370918790145,-2.385460763603454,0.02015061013318538,0.24134763151913555,0.012849171478030285
NAB1,-0.0030814782845954088,-0.030814782845954087,-2.385318519398405,0.020157726348862377,0.24134763151913555,2.941362540918714
MAMLD1,9.22843975774629e-4,0.009228439757746289,2.3851606284674824,0.02016562797214705,0.24134763151913555,0.12125291400162651
HS2ST1,-0.002227984228277277,-0.02227984228277277,-2.384581051038872,0.020194656561203027,0.24159145504636795,1.6066279900143685
PITPNA,0.004136918717936515,0.04136918717936515,2.383905249574821,0.020228551770913265,0.24189326474986683,4.648848324406942
TEK,-0.003223723133034934,-0.03223723133034934,-2.3820438041004914,0.020322176709648882,0.24290875887207722,0.24669326866301144
CCDC111,-0.003192653968159608,-0.03192653968159608,-2.381654172934063,0.020341822894011388,0.2430395021283638,2.273632358743474
CTB-47B11.3,4.3869546888475314e-4,0.004386954688847531,2.3811956913624157,0.020364962424402677,0.24321185334406448,0.021289423995652434
ZNF823,-0.003680459293956781,-0.03680459293956781,-2.380999909997556,0.020374850659794184,0.24322586908248747,1.5662467051420057
AHNAK,0.006927748072026234,0.06927748072026234,2.380710451880952,0.020389478042735606,0.2432964224765929,5.052671848748155
FAM3C,-0.00467552466617089,-0.046755246661708896,-2.3804090980311754,0.020404716530120836,0.2433742044255011,3.0357200702257594
IRAK3,0.005163382263348042,0.051633822633480424,2.379556509545271,0.02044788430448348,0.2437849000162896,3.6501851888344343
RP11-108M12.3,-8.233649998057791e-4,-0.008233649998057792,-2.379082839032714,0.020471902162968587,0.24394613920279712,0.09188857928094195
RP11-598D12.1,-0.0018755142289539305,-0.018755142289539305,-2.3789451320916677,0.020478889435763297,0.24394613920279712,0.10412526545522728
REEP3,-0.0026116645314932085,-0.026116645314932085,-2.3781610906633834,0.020518712442028728,0.24431623901750077,2.245893823486132
MIS12,-0.004211750526071075,-0.04211750526071075,-2.377615859177867,0.020546446590696845,0.2445421425784004,3.556470273523088
BMI1,-0.0047110942436130844,-0.04711094243613084,-2.3772527460883452,0.020564935543248918,0.24465786488153335,3.5210677698563893
N4BP2L2,-0.0027071896420119146,-0.027071896420119146,-2.376952821392772,0.02058021828254848,0.24473536099954327,3.7243866864268447
RP11-587P21.2,-5.115333931902036e-4,-0.005115333931902036,-2.376453349100172,0.02060569153726982,0.24492977151864473,0.021764740608958787
RP11-423H2.5,-0.0023865885138090897,-0.023865885138090896,-2.376138045299532,0.020621786634758606,0.24492977151864473,0.24082051867175872
STXBP5-AS1,-0.001228576721165254,-0.012285767211652539,-2.3761163659832025,0.02062289369648209,0.24492977151864473,0.40478727034411605
UBXN10,0.002878316079675709,0.02878316079675709,2.3751752988334522,0.020671000809103696,0.24530199719419302,0.5712962731733219
EDEM3,-0.004575636330342991,-0.04575636330342991,-2.374836855411509,0.02068832644016496,0.24530199719419302,2.8844530238178385
RBPJP7,9.116824202627452e-4,0.009116824202627452,2.374833598313678,0.020688493240848344,0.24530199719419302,0.07815734012904987
CD244,0.0047442830138108415,0.04744283013810842,2.374573788800482,0.02070180233093582,0.24530199719419302,5.077999279213064
C16ORF95,2.097361512089891e-4,0.002097361512089891,2.374532491755406,0.020703918531525676,0.24530199719419302,0.03389189510428735
NME2,0.004803038070397484,0.048030380703974834,2.37418420535128,0.02072177359454625,0.24530199719419302,2.17653547132734
AC011290.5,-0.0036854179076466057,-0.036854179076466057,-2.374022057052372,0.02073009089231125,0.24530199719419302,0.7523236911046263
ATE1,-0.0032013200667378684,-0.032013200667378686,-2.3738328426382873,0.02073980029922092,0.24530199719419302,2.2408512526717823
ARL13A,-6.487712250380585e-4,-0.006487712250380586,-2.3738208800561997,0.0207404142873302,0.24530199719419302,0.03562039967392698
KLF10,0.005197962828225175,0.05197962828225175,2.373787547977245,0.02074212516582929,0.24530199719419302,3.431343371553689
FOPNL,-0.00399012924676144,-0.039901292467614397,-2.3732976236812102,0.02076728668510588,0.24549554061046383,3.574823933580848
RP11-364P22.2,7.576501306587964e-4,0.0075765013065879645,2.37302346565041,0.020781378777041944,0.24550300332700054,0.04497131091055159
SMARCAD1,-0.0040088444563027995,-0.04008844456302799,-2.3728981993842018,0.020787820473519146,0.24550300332700054,2.406527235452693
AP5M1,-0.003449000494801498,-0.034490004948014984,-2.372728843449317,0.020796532273390858,0.24550300332700054,3.6508071408107856
RIC3,-0.005929887345050901,-0.05929887345050901,-2.372601152821871,0.020803102933298324,0.24550300332700054,0.9816834266901784
KANSL1L,-0.002836462956764618,-0.028364629567646182,-2.372229496718628,0.02082223803506287,0.24551895132534746,1.4292561683957108
CHUK,-0.0025105171905760214,-0.025105171905760212,-2.372211371097877,0.02082317165333842,0.24551895132534746,2.8439500760492047
TIGIT,0.006469159057090168,0.06469159057090168,2.3720624303233433,0.02083084474161314,0.24551895132534746,3.0526864509490257
TLR5,0.004828647791249355,0.048286477912493554,2.3718223244279155,0.020843219764211305,0.2455611074795853,3.254818669752784
INTS2,-0.003359495793531035,-0.03359495793531035,-2.3707367145284763,0.020899253912662785,0.24611737413604148,1.4453721977530931
DYNC2LI1,-0.0024772477264796704,-0.024772477264796703,-2.370169023062908,0.020928609034309785,0.24635912195174445,1.045060165150907
CCDC159,0.00443999638391814,0.044399963839181406,2.3696519678710075,0.02095537779878439,0.24653508883732572,3.1427207624820666
TMEM14B,-0.004099924316089955,-0.04099924316089955,-2.3695391205993865,0.02096122414227782,0.24653508883732572,3.1197287146822794
CSDE1,-0.00271416201528671,-0.0271416201528671,-2.3688155218932962,0.02099874665144094,0.24686461340300603,6.783633655418401
SLC5A10,0.0013725013633599,0.013725013633599,2.3686345573601613,0.021008140009596846,0.24686461340300603,0.12466741409471853
RAB8A,0.00444395561934684,0.0444395561934684,2.36840180897269,0.021020226835790547,0.24686461340300603,5.765574177492196
RP11-703H8.6,-0.001193826517643242,-0.011938265176432419,-2.3681093431495834,0.021035423640848615,0.24686461340300603,0.11022738978363437
CLEC17A,-0.0067858891398992266,-0.06785889139899226,-2.368000216830846,0.021041096460949895,0.24686461340300603,1.242273377097877
FBXO15,-0.0019593349149250234,-0.019593349149250233,-2.3679768459980584,0.021042311547321797,0.24686461340300603,0.3325325871602619
PHF3,-0.0027702597642226853,-0.027702597642226854,-2.367344814795989,0.021075195603216943,0.24698158697529862,3.446911793079236
ASNSP4,-0.003838036610858963,-0.03838036610858963,-2.3671986950404995,0.021082804617013482,0.24698158697529862,0.7048508371456461
QRSL1,-0.004819811349191043,-0.04819811349191043,-2.367127381175827,0.021086519092625693,0.24698158697529862,2.2785917096825496
ZNF75A,-0.0044088142970562854,-0.044088142970562856,-2.367105113921654,0.021087679031248176,0.24698158697529862,3.1123071506800213
RP1-272L16.1,7.837737801624972e-4,0.007837737801624972,2.3666413405320923,0.021111850713592128,0.2471609703927669,0.04665936602854351
ZBTB44,-0.002984365738272647,-0.02984365738272647,-2.3664434665738248,0.02112217134848267,0.24717811418706553,3.0018152918835264
FTH1P4,0.003319026834516325,0.033190268345163254,2.3648283109406365,0.021206582544915302,0.24806191065741245,0.6281223081913321
ASAH2,-9.907503925641007e-4,-0.009907503925641006,-2.364558547804084,0.021220710194818027,0.24812317617820323,0.19389188819056552
CTD-2134A5.3,-0.002597602167178502,-0.02597602167178502,-2.3639706999383168,0.021251525218635867,0.24837942581747363,0.10248299781761099
